nome,sobrenome,email,cpf_cnpj,profissao,aniversario
Isa,Whiffen,Isa.Whiffen@edesoft.com,641.349.064-07,diretor,27/03/1938
Alexine,Kaja,Alexine.Kaja@edesoft.com,78.669.734/0001-55,desenvolvedor python,23/04/1994
Emilia,Silvan,Emilia.Silvan@edesoft.com,341.858.051-36,desenvolvedor python,09/08/1969
Charmaine,Persse,Charmaine.Persse@edesoft.com,408.258.905-86,diretor,29/07/1995
Lanna,Amasa,Lanna.Amasa@edesoft.com,709.969.231-36,desenvolvedor python,22/02/1998
Dagmar,Seessel,Dagmar.Seessel@edesoft.com,551.810.060-43,dba,29/06/1925
Coral,Seligman,Coral.Seligman@edesoft.com,885.045.928-98,gerente,13/12/1982
Carly,Caitlin,Carly.Caitlin@edesoft.com,148.861.204-82,desenvolvedor python,28/05/1950
Katuscha,Margarete,Katuscha.Margarete@edesoft.com,48.690.057/0001-96,estagiario,11/04/1937
Korrie,Melan,Korrie.Melan@edesoft.com,58.981.744/0001-14,devops,21/03/1962
Christian,Suanne,Christian.Suanne@edesoft.com,20.085.946/0001-05,estagiario,31/08/1934
Maud,Hilbert,Maud.Hilbert@edesoft.com,908.884.796-70,dba,13/07/1970
Dania,Ummersen,Dania.Ummersen@edesoft.com,529.679.442-70,estagiario,18/11/1931
Johna,Elbertina,Johna.Elbertina@edesoft.com,37.400.911/0001-16,gerente,14/06/1952
Elsie,Gaspard,Elsie.Gaspard@edesoft.com,786.345.001-28,eng. software,26/01/2003
Nickie,Ramona,Nickie.Ramona@edesoft.com,33.551.099/0001-79,dba,13/02/1919
Kittie,Ummersen,Kittie.Ummersen@edesoft.com,33.120.787/0001-84,gerente,09/02/1992
Phedra,Bendick,Phedra.Bendick@edesoft.com,817.722.305-45,estagiario,13/01/1905
Arlena,Ball,Arlena.Ball@edesoft.com,499.002.785-00,dba,27/01/1947
Jobi,Philoo,Jobi.Philoo@edesoft.com,93.226.388/0001-24,gerente,14/05/1980
Roz,Karl,Roz.Karl@edesoft.com,20.758.914/0001-23,gerente,20/03/1997
Lorie,Raychel,Lorie.Raychel@edesoft.com,115.595.517-04,eng. software,25/12/1961
Concettina,Jacobah,Concettina.Jacobah@edesoft.com,15.624.510/0001-07,eng. software,09/02/1933
Brooks,Germann,Brooks.Germann@edesoft.com,770.944.636-18,estagiario,16/06/1933
Cherrita,Reneta,Cherrita.Reneta@edesoft.com,219.803.770-06,devops,16/02/1954
Renae,Sperling,Renae.Sperling@edesoft.com,96.871.946/0001-00,diretor,30/12/1992
Annora,Madaih,Annora.Madaih@edesoft.com,85.818.240/0001-50,estagiario,14/05/1906
Mariele,Lindemann,Mariele.Lindemann@edesoft.com,74.806.585/0001-78,eng. software,27/01/1907
Almeta,Zenas,Almeta.Zenas@edesoft.com,55.053.113/0001-47,devops,24/07/1935
Frank,Nerita,Frank.Nerita@edesoft.com,507.674.434-03,gerente,20/07/1943
Vita,Pearse,Vita.Pearse@edesoft.com,116.051.904-89,estagiario,01/10/1915
Kellen,Durware,Kellen.Durware@edesoft.com,45.786.387/0001-91,eng. software,06/10/1945
Lonnie,Milde,Lonnie.Milde@edesoft.com,27.353.041/0001-18,devops,22/10/1901
Lindie,Aaberg,Lindie.Aaberg@edesoft.com,023.551.449-74,eng. software,17/04/1961
Modestia,Egbert,Modestia.Egbert@edesoft.com,415.327.158-62,diretor,21/05/1919
Loree,Lorenz,Loree.Lorenz@edesoft.com,125.604.685-06,estagiario,19/07/1926
Rhea,Laurianne,Rhea.Laurianne@edesoft.com,20.987.805/0001-88,estagiario,17/04/1931
Babita,Kesley,Babita.Kesley@edesoft.com,81.629.443/0001-48,desenvolvedor python,20/02/1930
Demetris,Alfons,Demetris.Alfons@edesoft.com,55.738.676/0001-79,gerente,15/04/1900
Sarette,Japeth,Sarette.Japeth@edesoft.com,22.239.653/0001-60,estagiario,01/03/1974
Helena,Pascia,Helena.Pascia@edesoft.com,618.267.365-65,diretor,03/05/1925
Alyssa,Kristi,Alyssa.Kristi@edesoft.com,90.037.876/0001-03,eng. software,26/08/1931
Gerrie,Giff,Gerrie.Giff@edesoft.com,70.905.424/0001-80,eng. software,06/07/1935
Kittie,Dahlia,Kittie.Dahlia@edesoft.com,60.148.429/0001-52,gerente,19/03/1983
Janeczka,Erlandson,Janeczka.Erlandson@edesoft.com,30.923.605/0001-15,desenvolvedor python,09/06/1946
Berta,Wandie,Berta.Wandie@edesoft.com,32.229.953/0001-12,dba,18/12/1994
Natka,Teryn,Natka.Teryn@edesoft.com,065.722.077-90,eng. software,14/04/1978
Tami,Roxanna,Tami.Roxanna@edesoft.com,12.412.325/0001-60,dba,06/06/1908
Belinda,Jobi,Belinda.Jobi@edesoft.com,137.407.472-18,dba,15/03/1921
Marnia,Thunell,Marnia.Thunell@edesoft.com,93.795.751/0001-22,estagiario,02/08/1970
Hallie,Deegan,Hallie.Deegan@edesoft.com,618.317.957-44,gerente,29/01/1964
Therine,Imelida,Therine.Imelida@edesoft.com,54.213.631/0001-18,dba,14/12/2003
Vonny,Sammons,Vonny.Sammons@edesoft.com,63.780.460/0001-08,eng. software,19/08/1972
Flory,Nickola,Flory.Nickola@edesoft.com,86.786.196/0001-07,estagiario,15/04/1928
Robinia,Cookie,Robinia.Cookie@edesoft.com,933.593.962-51,diretor,23/02/1908
Dyann,Salchunas,Dyann.Salchunas@edesoft.com,63.878.360/0001-00,estagiario,20/05/1986
Lusa,Giule,Lusa.Giule@edesoft.com,17.326.760/0001-96,gerente,01/06/1944
Petronia,Ulphia,Petronia.Ulphia@edesoft.com,277.848.749-28,desenvolvedor python,18/11/1914
Rosene,Paine,Rosene.Paine@edesoft.com,04.893.544/0001-80,desenvolvedor python,05/02/2002
Tressa,Seumas,Tressa.Seumas@edesoft.com,034.374.608-54,estagiario,07/12/1982
Sharai,Pillsbury,Sharai.Pillsbury@edesoft.com,740.535.972-85,diretor,21/01/1925
Hannis,Screens,Hannis.Screens@edesoft.com,819.027.161-08,desenvolvedor python,17/03/1962
Carly,Ethban,Carly.Ethban@edesoft.com,978.180.271-57,diretor,28/03/1953
Lorne,Manolo,Lorne.Manolo@edesoft.com,500.225.845-01,estagiario,13/02/1970
Lita,Love,Lita.Love@edesoft.com,00.532.571/0001-77,desenvolvedor python,02/11/1938
Margette,Schroth,Margette.Schroth@edesoft.com,224.031.281-55,gerente,28/04/1920
Tabbatha,Oriana,Tabbatha.Oriana@edesoft.com,162.822.785-03,devops,15/10/1999
Anthia,Hermes,Anthia.Hermes@edesoft.com,496.055.595-52,diretor,10/01/1960
Madelle,Quent,Madelle.Quent@edesoft.com,524.543.599-36,gerente,03/06/1990
Sue,Denis,Sue.Denis@edesoft.com,598.814.683-02,desenvolvedor python,22/01/1928
Brana,Tound,Brana.Tound@edesoft.com,32.583.712/0001-77,estagiario,16/12/1966
Candi,Urania,Candi.Urania@edesoft.com,83.217.124/0001-50,dba,05/07/1976
Janey,Sinegold,Janey.Sinegold@edesoft.com,974.557.280-26,estagiario,02/05/1928
Mariele,Remmer,Mariele.Remmer@edesoft.com,57.995.821/0001-22,desenvolvedor python,19/07/1938
Gaylene,Forrer,Gaylene.Forrer@edesoft.com,54.284.731/0001-35,desenvolvedor python,15/10/1967
Wanda,Toni,Wanda.Toni@edesoft.com,829.016.683-48,dba,17/07/2001
Amii,Berne,Amii.Berne@edesoft.com,67.715.356/0001-82,devops,25/08/1900
Lenna,Tjon,Lenna.Tjon@edesoft.com,16.237.164/0001-77,gerente,04/02/1981
Alyda,Aprile,Alyda.Aprile@edesoft.com,279.860.265-37,dba,26/03/1978
Debee,My,Debee.My@edesoft.com,80.600.752/0001-22,estagiario,13/06/1900
Rosabelle,Sigfrid,Rosabelle.Sigfrid@edesoft.com,08.619.702/0001-60,gerente,08/02/1990
Katharina,Sawtelle,Katharina.Sawtelle@edesoft.com,35.261.727/0001-07,diretor,28/10/1929
Paule,Shanley,Paule.Shanley@edesoft.com,439.754.515-48,diretor,23/10/1981
Maridel,Bollay,Maridel.Bollay@edesoft.com,631.664.137-07,desenvolvedor python,13/02/1985
Loree,Suk,Loree.Suk@edesoft.com,550.102.774-76,gerente,01/06/1949
Dale,Halla,Dale.Halla@edesoft.com,556.624.845-46,desenvolvedor python,07/07/1944
Dyann,Woodberry,Dyann.Woodberry@edesoft.com,55.818.521/0001-42,estagiario,12/06/1931
Lanna,Lalitta,Lanna.Lalitta@edesoft.com,99.677.438/0001-76,gerente,22/02/1975
Ann-Marie,Joni,Ann-Marie.Joni@edesoft.com,592.111.817-63,estagiario,04/09/1910
Gertrud,Brandice,Gertrud.Brandice@edesoft.com,47.774.338/0001-64,eng. software,12/05/1929
Verla,Havens,Verla.Havens@edesoft.com,160.059.630-40,eng. software,27/02/1923
Tani,Publia,Tani.Publia@edesoft.com,208.526.221-04,gerente,13/10/1972
Clarice,Vorster,Clarice.Vorster@edesoft.com,03.135.237/0001-78,eng. software,26/09/1952
Vevay,Ezar,Vevay.Ezar@edesoft.com,89.453.263/0001-60,eng. software,03/04/1988
Zondra,Bearnard,Zondra.Bearnard@edesoft.com,56.937.782/0001-44,diretor,06/02/1959
Elora,Justinn,Elora.Justinn@edesoft.com,774.300.794-40,dba,05/05/1918
Juliane,Revkah,Juliane.Revkah@edesoft.com,64.922.203/0001-18,gerente,08/07/1927
Elka,Beebe,Elka.Beebe@edesoft.com,30.922.482/0001-06,eng. software,04/09/1912
Zondra,Holtz,Zondra.Holtz@edesoft.com,666.600.377-21,gerente,02/11/1959
Meghann,Liebermann,Meghann.Liebermann@edesoft.com,94.243.850/0001-64,eng. software,29/05/1960
Hermione,Oriana,Hermione.Oriana@edesoft.com,71.922.270/0001-06,eng. software,24/10/1916
Zia,Yoko,Zia.Yoko@edesoft.com,412.532.448-47,gerente,21/12/1939
Tersina,Lauraine,Tersina.Lauraine@edesoft.com,57.483.068/0001-96,desenvolvedor python,26/10/1937
Raf,Heidt,Raf.Heidt@edesoft.com,454.053.299-59,diretor,05/05/1985
Tressa,Bonilla,Tressa.Bonilla@edesoft.com,45.977.100/0001-00,diretor,14/12/1928
Tina,Giff,Tina.Giff@edesoft.com,01.639.299/0001-91,eng. software,12/05/1961
Maisey,Rurik,Maisey.Rurik@edesoft.com,18.832.674/0001-18,dba,28/02/1996
Joy,Horan,Joy.Horan@edesoft.com,345.684.318-67,devops,21/06/1916
Michaelina,Wind,Michaelina.Wind@edesoft.com,561.587.598-48,gerente,25/02/1921
Norine,Maurine,Norine.Maurine@edesoft.com,47.237.081/0001-01,desenvolvedor python,06/10/1926
Suzette,Tomasina,Suzette.Tomasina@edesoft.com,63.594.476/0001-18,dba,09/07/1970
Paule,Nedrud,Paule.Nedrud@edesoft.com,911.027.388-32,desenvolvedor python,15/05/1980
Latisha,Terrence,Latisha.Terrence@edesoft.com,271.141.532-52,eng. software,14/03/1942
Cherrita,Minetta,Cherrita.Minetta@edesoft.com,85.181.190/0001-43,dba,20/06/1929
Glynnis,Freddi,Glynnis.Freddi@edesoft.com,742.898.864-00,eng. software,16/07/1933
Maisey,Dom,Maisey.Dom@edesoft.com,37.617.180/0001-65,desenvolvedor python,12/02/1948
Genevra,Donoghue,Genevra.Donoghue@edesoft.com,048.052.826-81,eng. software,29/03/1930
Dorthy,Linskey,Dorthy.Linskey@edesoft.com,50.737.872/0001-05,diretor,10/06/1921
Emelina,Ariella,Emelina.Ariella@edesoft.com,829.450.850-03,gerente,20/07/1907
Sheree,Sekofski,Sheree.Sekofski@edesoft.com,182.035.828-34,eng. software,15/04/1941
Cindelyn,Hachmin,Cindelyn.Hachmin@edesoft.com,55.619.423/0001-86,dba,18/10/1994
Philis,Himelman,Philis.Himelman@edesoft.com,23.756.374/0001-37,gerente,01/07/1965
Paulita,Abram,Paulita.Abram@edesoft.com,09.718.644/0001-94,estagiario,29/01/1970
Brana,Erskine,Brana.Erskine@edesoft.com,83.965.636/0001-03,gerente,19/06/1947
Lanae,Argus,Lanae.Argus@edesoft.com,665.197.809-87,estagiario,23/08/1977
Ana,Quinn,Ana.Quinn@edesoft.com,16.176.321/0001-81,devops,18/01/1936
Sashenka,Leler,Sashenka.Leler@edesoft.com,400.962.782-42,estagiario,01/05/1936
Nessie,Thema,Nessie.Thema@edesoft.com,927.300.288-97,gerente,08/07/1911
Laure,Urania,Laure.Urania@edesoft.com,143.646.005-04,gerente,28/01/1984
Eve,Fiester,Eve.Fiester@edesoft.com,710.405.824-94,diretor,27/09/1978
Judy,Armanda,Judy.Armanda@edesoft.com,41.872.443/0001-50,desenvolvedor python,05/05/1990
Catharine,Dudley,Catharine.Dudley@edesoft.com,38.000.411/0001-50,desenvolvedor python,05/02/1919
Teddie,Mandler,Teddie.Mandler@edesoft.com,02.504.111/0001-60,estagiario,15/09/1924
Fina,Shields,Fina.Shields@edesoft.com,946.550.217-05,devops,23/05/1909
Debee,Warthman,Debee.Warthman@edesoft.com,65.051.751/0001-82,devops,19/12/1947
Xylina,Harriman,Xylina.Harriman@edesoft.com,015.689.758-05,dba,26/04/1950
Randa,Bearnard,Randa.Bearnard@edesoft.com,454.427.559-82,eng. software,25/03/1989
Alisha,Bryna,Alisha.Bryna@edesoft.com,403.313.693-20,eng. software,19/12/2002
Tierney,Gilmour,Tierney.Gilmour@edesoft.com,65.604.903/0001-27,dba,12/09/1986
Lory,Shaddock,Lory.Shaddock@edesoft.com,54.286.189/0001-50,devops,02/04/2000
Edee,Cynar,Edee.Cynar@edesoft.com,69.928.051/0001-84,estagiario,22/09/1965
Cherrita,Cadmar,Cherrita.Cadmar@edesoft.com,72.960.499/0001-90,estagiario,29/03/2001
Gwyneth,Sandye,Gwyneth.Sandye@edesoft.com,892.231.087-13,devops,14/08/1917
Romona,Sancho,Romona.Sancho@edesoft.com,48.680.963/0001-00,gerente,23/08/1979
Maud,Greyson,Maud.Greyson@edesoft.com,68.385.071/0001-93,dba,12/09/1938
Britni,Sundin,Britni.Sundin@edesoft.com,81.918.120/0001-74,estagiario,14/02/1914
Marjie,Kazimir,Marjie.Kazimir@edesoft.com,917.955.772-40,eng. software,10/10/1925
Kassey,Cordi,Kassey.Cordi@edesoft.com,60.311.249/0001-40,estagiario,18/07/1944
Renae,Autrey,Renae.Autrey@edesoft.com,151.571.730-59,dba,13/04/1999
Gerrie,Harday,Gerrie.Harday@edesoft.com,01.985.555/0001-00,diretor,02/01/1943
Dulcinea,Rocray,Dulcinea.Rocray@edesoft.com,826.015.380-74,desenvolvedor python,05/04/1939
Vere,Stilwell,Vere.Stilwell@edesoft.com,376.414.487-47,eng. software,03/07/1921
Kerrin,Lucienne,Kerrin.Lucienne@edesoft.com,96.554.657/0001-70,gerente,03/04/1969
Merci,Dreda,Merci.Dreda@edesoft.com,19.951.686/0001-24,estagiario,03/03/1942
Alejandra,Turne,Alejandra.Turne@edesoft.com,07.690.965/0001-00,dba,26/03/1909
Veda,Jacobah,Veda.Jacobah@edesoft.com,324.049.069-25,desenvolvedor python,21/03/1962
Barbi,Milde,Barbi.Milde@edesoft.com,552.289.256-00,eng. software,28/12/1924
Barbara,Miru,Barbara.Miru@edesoft.com,667.310.995-54,desenvolvedor python,26/04/1920
Chickie,Maples,Chickie.Maples@edesoft.com,396.052.942-22,devops,18/06/2002
Valeda,Tacye,Valeda.Tacye@edesoft.com,666.013.079-98,diretor,01/02/1900
Maryellen,Gwenore,Maryellen.Gwenore@edesoft.com,97.667.787/0001-81,devops,07/09/1910
Ketti,Kravits,Ketti.Kravits@edesoft.com,62.721.187/0001-70,devops,26/03/1970
Selia,Dunkin,Selia.Dunkin@edesoft.com,642.429.790-10,eng. software,23/02/1976
Danika,Burkle,Danika.Burkle@edesoft.com,397.994.965-60,estagiario,11/08/1967
Rebeca,Kimmie,Rebeca.Kimmie@edesoft.com,422.181.097-19,diretor,27/04/1908
Lorie,Janene,Lorie.Janene@edesoft.com,01.044.208/0001-75,eng. software,05/06/1980
Sandie,Hazlett,Sandie.Hazlett@edesoft.com,415.900.489-03,desenvolvedor python,08/01/1922
Quintina,Magnolia,Quintina.Magnolia@edesoft.com,47.743.230/0001-04,gerente,20/08/1963
Bernie,Haldas,Bernie.Haldas@edesoft.com,05.231.392/0001-13,gerente,26/01/1984
Lucille,Tound,Lucille.Tound@edesoft.com,264.197.108-98,estagiario,07/03/1990
Priscilla,Liebermann,Priscilla.Liebermann@edesoft.com,931.707.651-32,gerente,16/03/2000
Letizia,Bow,Letizia.Bow@edesoft.com,929.456.147-07,dba,01/03/1935
Berta,Zola,Berta.Zola@edesoft.com,61.956.203/0001-40,devops,17/09/1988
June,McLaughlin,June.McLaughlin@edesoft.com,46.996.842/0001-46,estagiario,30/04/1930
Christy,Alrich,Christy.Alrich@edesoft.com,706.239.467-00,estagiario,31/05/1939
Luci,Maisey,Luci.Maisey@edesoft.com,62.632.082/0001-44,dba,10/08/1906
Roslyn,Jotham,Roslyn.Jotham@edesoft.com,332.539.047-17,devops,06/11/1989
Ellette,Gordon,Ellette.Gordon@edesoft.com,32.949.001/0001-73,diretor,28/11/1905
Claudina,Mitzi,Claudina.Mitzi@edesoft.com,969.590.498-06,desenvolvedor python,24/09/1972
Bobinette,Faso,Bobinette.Faso@edesoft.com,251.670.649-96,dba,22/07/1946
Adore,Goldina,Adore.Goldina@edesoft.com,500.177.101-38,dba,01/12/1906
Melanie,Papageno,Melanie.Papageno@edesoft.com,97.384.839/0001-02,diretor,02/01/1900
Sophia,Brodench,Sophia.Brodench@edesoft.com,391.994.623-54,estagiario,06/02/2000
Ashlee,Magnolia,Ashlee.Magnolia@edesoft.com,35.995.834/0001-69,gerente,10/11/1987
Cassondra,Aprile,Cassondra.Aprile@edesoft.com,11.081.672/0001-95,eng. software,14/05/1995
Cathie,Fabiola,Cathie.Fabiola@edesoft.com,130.971.632-39,dba,11/01/1974
Kirstin,Santoro,Kirstin.Santoro@edesoft.com,35.260.110/0001-77,gerente,24/09/1920
Henriette,Brotherson,Henriette.Brotherson@edesoft.com,370.460.255-84,devops,13/06/1902
Claudina,Mehalek,Claudina.Mehalek@edesoft.com,182.749.233-32,devops,13/07/1978
Georgina,Kenwood,Georgina.Kenwood@edesoft.com,746.557.702-01,eng. software,23/08/1926
Ofilia,Brodench,Ofilia.Brodench@edesoft.com,27.977.917/0001-05,dba,06/03/1976
Jany,Elbertina,Jany.Elbertina@edesoft.com,31.337.087/0001-10,estagiario,27/12/1912
Sindee,Horan,Sindee.Horan@edesoft.com,617.291.078-77,estagiario,04/09/1921
Corry,Hutchison,Corry.Hutchison@edesoft.com,398.280.874-05,dba,10/02/1940
Valli,Socha,Valli.Socha@edesoft.com,501.541.956-26,gerente,02/06/1903
Leanna,Winnick,Leanna.Winnick@edesoft.com,642.511.276-09,estagiario,04/07/1967
Lory,Arley,Lory.Arley@edesoft.com,155.169.997-40,desenvolvedor python,03/11/1964
Janeczka,Martguerita,Janeczka.Martguerita@edesoft.com,96.645.329/0001-89,devops,09/04/1961
Lacie,Annabella,Lacie.Annabella@edesoft.com,20.716.902/0001-36,eng. software,30/10/1928
Brooks,Howlyn,Brooks.Howlyn@edesoft.com,18.133.954/0001-38,gerente,07/01/1952
Etta,Letsou,Etta.Letsou@edesoft.com,116.677.456-20,devops,22/08/1916
Charissa,Loring,Charissa.Loring@edesoft.com,11.375.633/0001-09,gerente,12/09/1993
Katuscha,Marsden,Katuscha.Marsden@edesoft.com,414.875.220-29,devops,10/05/1980
Marcelline,Lacombe,Marcelline.Lacombe@edesoft.com,12.160.289/0001-95,desenvolvedor python,29/03/1924
Kimmy,Margret,Kimmy.Margret@edesoft.com,80.936.341/0001-02,eng. software,22/07/1913
Neila,Stefa,Neila.Stefa@edesoft.com,50.813.825/0001-01,eng. software,15/09/1957
Eugine,Daniele,Eugine.Daniele@edesoft.com,765.206.383-31,dba,24/11/1959
Kayla,Armanda,Kayla.Armanda@edesoft.com,71.952.562/0001-83,dba,04/05/1948
Melodie,Margret,Melodie.Margret@edesoft.com,575.219.778-31,gerente,19/09/1999
Doro,Henrie,Doro.Henrie@edesoft.com,59.079.644/0001-60,devops,24/02/1952
Desirae,Schwejda,Desirae.Schwejda@edesoft.com,42.617.623/0001-58,devops,05/08/1919
Wynne,Alisia,Wynne.Alisia@edesoft.com,33.316.161/0001-48,devops,22/10/1910
Frances,Brackely,Frances.Brackely@edesoft.com,803.802.499-01,dba,07/06/1942
Sashenka,Forrer,Sashenka.Forrer@edesoft.com,90.877.772/0001-07,eng. software,25/08/1923
Corly,Kermit,Corly.Kermit@edesoft.com,61.695.317/0001-84,devops,17/07/1963
Elie,Elisha,Elie.Elisha@edesoft.com,731.765.190-79,desenvolvedor python,11/07/1911
Roxane,Gilmour,Roxane.Gilmour@edesoft.com,712.213.484-93,desenvolvedor python,05/09/1921
Daryl,Cleavland,Daryl.Cleavland@edesoft.com,550.433.715-10,devops,03/01/1991
Marjie,Corrine,Marjie.Corrine@edesoft.com,710.080.707-77,devops,12/01/1947
Misha,Geffner,Misha.Geffner@edesoft.com,18.207.065/0001-78,desenvolvedor python,07/12/1905
Jorry,Mitzi,Jorry.Mitzi@edesoft.com,38.075.156/0001-04,diretor,01/11/1974
Tera,Abbot,Tera.Abbot@edesoft.com,60.080.096/0001-77,devops,10/09/1927
Juliane,Velick,Juliane.Velick@edesoft.com,260.714.152-41,dba,19/05/1966
Mallory,Leffen,Mallory.Leffen@edesoft.com,584.775.688-71,dba,13/04/1940
Alyda,Hathaway,Alyda.Hathaway@edesoft.com,61.723.799/0001-39,gerente,21/07/1967
Esmeralda,Melleta,Esmeralda.Melleta@edesoft.com,00.572.209/0001-20,eng. software,17/09/1953
Pierette,Juan,Pierette.Juan@edesoft.com,95.022.457/0001-03,diretor,21/12/1941
Collen,Henebry,Collen.Henebry@edesoft.com,53.569.694/0001-49,dba,28/07/1999
Nollie,Bronk,Nollie.Bronk@edesoft.com,69.212.638/0001-92,devops,30/04/1977
Cyb,Wittie,Cyb.Wittie@edesoft.com,525.592.210-20,diretor,12/06/1992
Selia,Valoniah,Selia.Valoniah@edesoft.com,99.150.840/0001-06,desenvolvedor python,05/02/1924
Ashlee,Kylander,Ashlee.Kylander@edesoft.com,10.776.758/0001-70,gerente,28/08/1989
Kaia,Glovsky,Kaia.Glovsky@edesoft.com,976.978.932-15,gerente,20/03/1938
Estell,Lory,Estell.Lory@edesoft.com,614.868.383-08,eng. software,24/11/1978
Sean,Lytton,Sean.Lytton@edesoft.com,49.156.068/0001-53,eng. software,22/06/1900
Dyann,Rheingold,Dyann.Rheingold@edesoft.com,18.317.468/0001-70,diretor,08/12/1999
Chloris,Gaal,Chloris.Gaal@edesoft.com,654.468.979-35,desenvolvedor python,27/04/1952
Gaylene,Pearse,Gaylene.Pearse@edesoft.com,61.114.585/0001-65,eng. software,10/04/1967
Marti,Pillsbury,Marti.Pillsbury@edesoft.com,25.555.367/0001-00,eng. software,01/11/1935
Danny,Uird,Danny.Uird@edesoft.com,10.335.555/0001-48,gerente,09/05/1928
Amii,Hepsibah,Amii.Hepsibah@edesoft.com,365.465.978-02,devops,17/03/1940
Marti,Berl,Marti.Berl@edesoft.com,18.115.295/0001-07,desenvolvedor python,20/06/1946
Renie,Warthman,Renie.Warthman@edesoft.com,57.023.802/0001-34,diretor,06/01/1987
Melisent,Millda,Melisent.Millda@edesoft.com,42.845.974/0001-16,eng. software,19/01/1959
Corina,Garlinda,Corina.Garlinda@edesoft.com,88.296.717/0001-73,diretor,02/01/1924
Mary,Eugenia,Mary.Eugenia@edesoft.com,063.347.241-77,eng. software,07/04/1989
Giustina,Alejoa,Giustina.Alejoa@edesoft.com,667.053.535-03,gerente,24/11/1901
Louella,Kristi,Louella.Kristi@edesoft.com,95.458.985/0001-00,diretor,24/03/1975
Marcelline,Pillsbury,Marcelline.Pillsbury@edesoft.com,57.749.697/0001-15,devops,16/12/1981
Kara-Lynn,Wiener,Kara-Lynn.Wiener@edesoft.com,405.808.523-18,diretor,19/10/1994
Viki,Aloise,Viki.Aloise@edesoft.com,146.945.567-62,dba,31/10/1998
Hayley,Bates,Hayley.Bates@edesoft.com,170.867.176-57,devops,14/12/1902
Chickie,Sigfrid,Chickie.Sigfrid@edesoft.com,71.683.293/0001-05,diretor,29/03/1902
Priscilla,Urias,Priscilla.Urias@edesoft.com,13.405.260/0001-99,dba,12/01/1962
Sara-Ann,Abbot,Sara-Ann.Abbot@edesoft.com,091.785.626-00,eng. software,05/08/1908
Alejandra,Terencio,Alejandra.Terencio@edesoft.com,537.225.505-64,desenvolvedor python,27/07/1974
Madeleine,Brian,Madeleine.Brian@edesoft.com,837.284.301-53,dba,18/06/1987
Oralee,Evvie,Oralee.Evvie@edesoft.com,62.162.262/0001-00,eng. software,27/03/1907
Justinn,Othilia,Justinn.Othilia@edesoft.com,066.009.132-15,desenvolvedor python,08/07/1967
Elie,Natalia,Elie.Natalia@edesoft.com,71.126.739/0001-92,devops,02/01/1954
Di,Gavrila,Di.Gavrila@edesoft.com,96.767.725/0001-89,eng. software,17/02/1954
Christy,Peti,Christy.Peti@edesoft.com,166.668.128-83,eng. software,21/08/1997
Tami,Wildermuth,Tami.Wildermuth@edesoft.com,58.327.336/0001-43,estagiario,30/06/1936
Kayla,Berl,Kayla.Berl@edesoft.com,381.533.840-90,diretor,28/04/1920
Mariele,Hollingsworth,Mariele.Hollingsworth@edesoft.com,367.191.454-87,gerente,17/02/1903
Kristina,Stilwell,Kristina.Stilwell@edesoft.com,70.349.669/0001-79,dba,13/08/1980
Nickie,Ochs,Nickie.Ochs@edesoft.com,72.895.641/0001-62,desenvolvedor python,03/08/1982
Raquela,Dowski,Raquela.Dowski@edesoft.com,651.080.600-25,devops,11/05/1983
Karly,Korey,Karly.Korey@edesoft.com,10.510.604/0001-31,estagiario,21/12/1987
Tobe,Sisile,Tobe.Sisile@edesoft.com,727.180.427-70,estagiario,03/04/1985
Isa,Ulphia,Isa.Ulphia@edesoft.com,28.884.951/0001-90,gerente,10/05/1981
Hayley,Love,Hayley.Love@edesoft.com,75.290.097/0001-13,desenvolvedor python,11/03/1955
Myrtice,Hilbert,Myrtice.Hilbert@edesoft.com,63.773.312/0001-58,eng. software,22/02/1938
Cristine,Yerkovich,Cristine.Yerkovich@edesoft.com,91.705.008/0001-09,estagiario,14/04/1992
Raf,Lutero,Raf.Lutero@edesoft.com,468.549.181-54,devops,08/08/1970
Kary,Malanie,Kary.Malanie@edesoft.com,42.555.830/0001-25,estagiario,01/10/1953
Grier,Bennie,Grier.Bennie@edesoft.com,590.322.530-69,dba,15/04/1989
Alia,Newell,Alia.Newell@edesoft.com,686.774.930-50,dba,01/08/1928
Florencia,Janith,Florencia.Janith@edesoft.com,38.358.566/0001-62,eng. software,30/11/1929
Perry,Lasley,Perry.Lasley@edesoft.com,99.037.468/0001-18,devops,28/12/1984
Blake,Wadell,Blake.Wadell@edesoft.com,654.320.444-39,gerente,18/08/1974
Celisse,Colbert,Celisse.Colbert@edesoft.com,388.773.988-41,dba,27/12/1948
Diena,Jaylene,Diena.Jaylene@edesoft.com,393.070.468-40,estagiario,17/01/1955
Cyndie,Vorster,Cyndie.Vorster@edesoft.com,688.204.380-97,eng. software,16/12/1986
Tami,Briney,Tami.Briney@edesoft.com,91.347.903/0001-07,eng. software,28/09/1925
Goldie,Dituri,Goldie.Dituri@edesoft.com,101.112.716-49,desenvolvedor python,27/11/1947
Bernie,Jacinda,Bernie.Jacinda@edesoft.com,620.317.610-99,eng. software,25/06/1961
Lynde,Septima,Lynde.Septima@edesoft.com,953.090.563-78,gerente,24/02/1953
Raina,Brian,Raina.Brian@edesoft.com,015.323.184-05,devops,14/08/1903
Bettine,Ashely,Bettine.Ashely@edesoft.com,654.424.432-55,gerente,24/11/1903
